X,Y,Label,b1_da_nang,b2_da_nang,b3_da_nang,b4_da_nang,b5_da_nang,b6_da_nang,b7_da_nang
840596.2,1768544,residential land,0.068785,0.081751,0.118258,0.117625,0.296045,0.269411,0.190266
844381.1,1776059,residential land,0.0607,0.083429,0.122039,0.114738,0.203081,0.197306,0.161226
833534.7,1778217,residential land,0.091706,0.109746,0.144836,0.16058,0.276396,0.293226,0.222936
843886.6,1776015,residential land,0.06136,0.082287,0.127993,0.127002,0.24484,0.20843,0.157913
832334.9,1777424,residential land,0.090097,0.104673,0.136297,0.1245,0.299895,0.281415,0.21437
835796.9,1780477,residential land,0.055461,0.065623,0.094607,0.089919,0.260556,0.211015,0.13671
847424.1,1775702,residential land,0.050498,0.0706,0.116085,0.114848,0.256638,0.218,0.158325
843219.6,1779677,residential land,0.119069,0.14606,0.185811,0.184656,0.243066,0.301737,0.279641
844464.8,1769754,residential land,0.072277,0.081229,0.105511,0.104604,0.178125,0.164375,0.121791
844334.1,1766985,residential land,0.06532,0.078658,0.110283,0.107643,0.30358,0.24858,0.176255
845384.2,1773766,residential land,0.058088,0.086358,0.13627,0.139721,0.279792,0.233056,0.175416
836085.2,1767868,residential land,0.047445,0.06048,0.095763,0.089877,0.26783,0.19512,0.135692
840954.6,1772291,residential land,0.052312,0.069569,0.106268,0.088296,0.291769,0.216185,0.156592
846842.8,1779240,residential land,0.057318,0.072718,0.113115,0.113912,0.260653,0.214562,0.160718
842851.3,1771915,residential land,0.024414,0.034327,0.074876,0.052862,0.35253,0.202229,0.094745
837201.3,1780835,residential land,0.086962,0.104851,0.144506,0.155176,0.246325,0.26475,0.220956
853996.4,1784680,residential land,0.05487,0.069995,0.104535,0.097385,0.24088,0.18995,0.135472
843711.3,1770486,residential land,0.06521,0.08193,0.116498,0.122713,0.21151,0.213435,0.165227
842876.3,1770808,residential land,0.050181,0.067025,0.109086,0.105759,0.323628,0.253929,0.168129
850397.3,1769541,residential land,0.0673,0.097852,0.15629,0.162367,0.300088,0.312435,0.251605
847588,1783027,residential land,0.077654,0.08545,0.105566,0.10558,0.177327,0.202421,0.171676
829340.3,1770550,rice paddies,0.029969,0.035483,0.070325,0.059036,0.28301,0.156304,0.082233
826418.9,1772157,rice paddies,0.014308,0.01989,0.049315,0.033035,0.249103,0.12835,0.057372
827224.4,1765750,rice paddies,0.044667,0.047747,0.075247,0.065128,0.120347,0.113473,0.083635
847876,1771223,rice paddies,0.06752,0.081683,0.125105,0.127718,0.207467,0.215003,0.140423
836197.6,1768464,rice paddies,0.03199,0.041945,0.07918,0.069748,0.210437,0.132392,0.079304
835111.8,1767922,rice paddies,0.027012,0.033805,0.066475,0.05069,0.256885,0.148975,0.071123
830629,1778717,rice paddies,0.043237,0.046043,0.072718,0.07621,0.22196,0.18489,0.113638
838547.8,1770667,rice paddies,0.0464,0.056107,0.096477,0.085807,0.18412,0.13033,0.0739
838754.6,1766947,rice paddies,0.028772,0.035606,0.069844,0.049122,0.305945,0.160828,0.084611
824169.4,1786688,rice paddies,0.00779,0.016948,0.059298,0.04805,0.256225,0.151753,0.079785
813172.8,1785066,rice paddies,0.017291,0.021952,0.054526,0.043664,0.140601,0.072924,0.035867
845427.6,1768249,rice paddies,0.04288,0.051625,0.087568,0.076018,0.29038,0.176558,0.095653
835003.4,1770777,rice paddies,0.024813,0.03221,0.064935,0.04783,0.281745,0.15211,0.069115
839749.5,1766566,rice paddies,0.029212,0.035923,0.070297,0.050112,0.196853,0.10217,0.050827
833182.6,1769109,rice paddies,0.027136,0.032238,0.066846,0.053082,0.272519,0.161034,0.074794
838144.2,1768559,rice paddies,0.028415,0.033654,0.06752,0.048366,0.284413,0.143159,0.06752
826807.7,1780492,rice paddies,0.011723,0.018515,0.048682,0.029708,0.241182,0.097,0.044365
830510.3,1782297,rice paddies,0.036761,0.046207,0.086069,0.082164,0.246408,0.162464,0.100341
837923.8,1767279,rice paddies,0.034438,0.04365,0.083388,0.075275,0.256748,0.171332,0.103462
833667.6,1772980,rice paddies,0.032677,0.039663,0.075412,0.059242,0.262605,0.166327,0.0882
837375.4,1766293,rice paddies,0.02473,0.030945,0.065073,0.042853,0.273742,0.130798,0.06356
831637.2,1777863,rice paddies,0.031413,0.036472,0.065568,0.050855,0.27927,0.175925,0.09128
833078.8,1783307,rice paddies,0.064385,0.070655,0.108756,0.108412,0.234912,0.179514,0.116608
841818.8,1768712,rice paddies,0.037944,0.040185,0.074381,0.049425,0.340004,0.165681,0.078314
840141.9,1779693,rice paddies,0.023135,0.032898,0.060672,0.043292,0.13891,0.091143,0.05916
832867.6,1774433,rice paddies,0.031962,0.037504,0.069693,0.059105,0.263045,0.185083,0.101565
836407.2,1770256,rice paddies,0.02682,0.032925,0.067025,0.050085,0.290875,0.170453,0.08138
844050.8,1766219,rice paddies,0.03364,0.042302,0.073295,0.062075,0.32525,0.165585,0.07797
841982.1,1775266,rice paddies,0.02649,0.036803,0.066613,0.054224,0.268669,0.144781,0.080486
842807.4,1768354,rice paddies,0.041423,0.047747,0.083443,0.09062,0.331493,0.166768,0.077448
840341.5,1770960,rice paddies,0.015985,0.025335,0.063863,0.039387,0.252292,0.103655,0.04574
838156.6,1770442,rice paddies,0.031907,0.035537,0.076155,0.067822,0.303882,0.165502,0.082397
838547.3,1769261,rice paddies,0.02803,0.0343,0.0706,0.059504,0.297241,0.156812,0.074519
838772.4,1770151,rice paddies,0.031825,0.038837,0.07984,0.061937,0.28851,0.171195,0.098128
842826.7,1768518,rice paddies,0.0376,0.039003,0.075412,0.060714,0.352159,0.173409,0.081889
846238.9,1776696,rice paddies,0.028882,0.040982,0.075357,0.06301,0.248553,0.16795,0.109293
831892.3,1772655,rice paddies,0.025583,0.03122,0.063037,0.049659,0.266249,0.152179,0.072649
830862.1,1782980,rice paddies,0.03804,0.04761,0.0882,0.076237,0.279531,0.18269,0.104123
849805.3,1768173,rice paddies,0.011049,0.018199,0.045039,0.032567,0.119564,0.052821,0.028126
825858.8,1768468,rice paddies,0.028717,0.034603,0.064632,0.048133,0.2763,0.114201,0.054375
838221.6,1768712,rice paddies,0.030065,0.033888,0.075633,0.057647,0.323105,0.162642,0.076732
831723.4,1782829,rice paddies,0.043375,0.05289,0.096092,0.096615,0.067877,0.035895,0.027563
841174.2,1771235,rice paddies,0.034658,0.043788,0.082782,0.058803,0.161378,0.081077,0.040817
831861.6,1769146,rice paddies,0.03188,0.036913,0.058555,0.04255,0.299648,0.150048,0.076073
827513.6,1785001,rice paddies,0.02022,0.028291,0.069197,0.052972,0.30006,0.177602,0.095089
831490.1,1771116,rice paddies,0.02583,0.030697,0.057647,0.039855,0.123097,0.067162,0.033365
831046.1,1781687,rice paddies,0.027123,0.035799,0.068579,0.057084,0.265039,0.145895,0.074175
841727.3,1775815,rice paddies,0.021513,0.028099,0.058335,0.0398,0.249886,0.109238,0.052766
830598.6,1784453,rice paddies,0.026435,0.033021,0.063931,0.053564,0.309135,0.146074,0.071618
838275.1,1769248,rice paddies,0.029845,0.036143,0.07995,0.063588,0.284055,0.155273,0.07621
835746.4,1768094,rice paddies,0.025445,0.030697,0.063367,0.04475,0.270388,0.142898,0.070023
842773.4,1768409,rice paddies,0.038178,0.044228,0.082892,0.07511,0.317358,0.16377,0.073872
831808.1,1778804,rice paddies,0.027026,0.032348,0.064179,0.0519,0.256541,0.133272,0.065623
829743.4,1783397,rice paddies,0.010705,0.019615,0.04596,0.031825,0.16278,0.075853,0.035867
833282.5,1770067,rice paddies,0.037655,0.042495,0.075454,0.062625,0.357301,0.21085,0.10822
846554.9,1788151,rice paddies,0.03573,0.038233,0.060233,0.04321,0.20194,0.110145,0.055145
849707.3,1769553,rice paddies,0.032953,0.048848,0.085931,0.096794,0.175512,0.148136,0.108481
841886.1,1767996,rice paddies,0.031261,0.037421,0.075756,0.048834,0.358388,0.185839,0.086028
834395.3,1773416,rice paddies,0.025816,0.033557,0.067534,0.055516,0.242571,0.158325,0.076815
837895,1767810,rice paddies,0.033021,0.037036,0.07038,0.055035,0.331864,0.156359,0.076306
836156.9,1768868,rice paddies,0.025885,0.0343,0.071727,0.051185,0.27938,0.150707,0.075055
841691.8,1771710,rice paddies,0.055282,0.068359,0.105071,0.09568,0.345586,0.246504,0.157693
837050.8,1766276,rice paddies,0.026077,0.029927,0.061167,0.039277,0.2488,0.133603,0.061113
828534.6,1765769,rice paddies,0.039332,0.046262,0.079235,0.07566,0.20788,0.162422,0.093838
832818.6,1773492,rice paddies,0.016342,0.020082,0.045988,0.027342,0.284193,0.116195,0.048243
835521.4,1771913,rice paddies,0.02913,0.032375,0.059215,0.038562,0.265217,0.134153,0.060893
848112.8,1771530,rice paddies,0.044819,0.057647,0.093796,0.093397,0.11438,0.10327,0.070407
844145.1,1768477,rice paddies,0.044173,0.050745,0.07544,0.05839,0.13605,0.08545,0.045465
836980.8,1766595,rice paddies,0.031179,0.033599,0.067465,0.04145,0.307829,0.158531,0.070572
826753.3,1768128,rice paddies,0.037957,0.041024,0.070847,0.053729,0.336552,0.198351,0.097248
832004.2,1769198,rice paddies,0.02616,0.031468,0.058665,0.048435,0.232905,0.115205,0.050085
843459.7,1781487,rice paddies,0.047555,0.054402,0.081848,0.071645,0.211895,0.146748,0.08864
845156.4,1775361,rice paddies,0.013029,0.027081,0.066599,0.054265,0.312586,0.187282,0.103119
833099.5,1773114,rice paddies,0.036527,0.042165,0.078713,0.066833,0.229907,0.144726,0.082947
836832.9,1765652,rice paddies,0.02759,0.034438,0.071398,0.046867,0.302013,0.149965,0.071618
830955.3,1767962,rice paddies,0.046386,0.057702,0.103944,0.083126,0.112936,0.04959,0.023699
834300.5,1770304,rice paddies,0.02803,0.033228,0.06598,0.047445,0.266345,0.153925,0.074752
837128.1,1765785,rice paddies,0.044887,0.056052,0.091527,0.082315,0.29764,0.236453,0.134978
831753.8,1780375,rice paddies,0.029405,0.035249,0.072167,0.055709,0.259924,0.147462,0.071947
835504.8,1767907,rice paddies,0.02792,0.033406,0.0684,0.046001,0.259663,0.149291,0.071329
837349.4,1766373,rice paddies,0.028663,0.032348,0.067382,0.04211,0.291838,0.150432,0.070517
839057.1,1767831,rice paddies,0.029157,0.033695,0.066145,0.044887,0.305312,0.157142,0.07489
836940.8,1765518,rice paddies,0.030367,0.03353,0.069087,0.04409,0.2972,0.153897,0.070792
837812.9,1770228,rice paddies,0.038741,0.048036,0.082397,0.072786,0.285801,0.170851,0.094113
826940.4,1780643,rice paddies,0.010568,0.018103,0.047734,0.019533,0.041134,0.020289,0.013936
842408.8,1769622,rice paddies,0.037408,0.042248,0.076457,0.053852,0.404395,0.200043,0.095185
840826.1,1770277,rice paddies,0.035881,0.042454,0.082178,0.064632,0.334078,0.175471,0.086206
841893.8,1769233,rice paddies,0.0354,0.037201,0.075041,0.05025,0.324054,0.163,0.077819
840081.2,1769600,rice paddies,0.029102,0.035015,0.076512,0.055558,0.310702,0.163467,0.073267
834229.3,1771479,rice paddies,0.028882,0.034919,0.066709,0.04937,0.106955,0.064963,0.038837
832748.1,1767933,rice paddies,0.019821,0.025541,0.05421,0.035483,0.30292,0.123249,0.051391
841587.4,1769269,rice paddies,0.036968,0.03793,0.07797,0.05454,0.357893,0.187612,0.08776
827824.1,1776720,rice paddies,0.024262,0.029886,0.059242,0.044228,0.231805,0.123565,0.059215
826125.7,1768114,rice paddies,0.033997,0.038081,0.068551,0.055172,0.276245,0.157225,0.080528
837561.6,1768725,rice paddies,0.03584,0.04409,0.081738,0.06015,0.161268,0.075247,0.037738
823289,1786252,rice paddies,0.015187,0.02704,0.069555,0.069252,0.198269,0.14683,0.09073
835485.9,1767507,rice paddies,0.024029,0.028553,0.061635,0.041945,0.257174,0.13913,0.066351
833706.2,1782024,rice paddies,0.029735,0.03606,0.070435,0.044887,0.395705,0.170755,0.069032
839491.4,1778716,rice paddies,0.046758,0.055117,0.08556,0.090565,0.212005,0.155988,0.104755
838017,1766430,rice paddies,0.029969,0.034217,0.068909,0.049947,0.279627,0.151395,0.072057
837226,1771268,scrub,0.056341,0.066076,0.104576,0.098471,0.314965,0.243891,0.17169
848712.9,1783802,scrub,0.050607,0.054595,0.07786,0.06862,0.280494,0.19402,0.114311
833494.1,1781957,scrub,0.032348,0.03958,0.07654,0.048545,0.452713,0.194185,0.083305
831379.4,1776456,scrub,0.053495,0.059902,0.08666,0.087568,0.286475,0.246353,0.144465
834451,1775372,scrub,0.039113,0.04497,0.077365,0.065348,0.293598,0.207138,0.114407
848730.9,1772010,scrub,0.05157,0.065554,0.108522,0.110448,0.284,0.282268,0.183872
835730.2,1776643,scrub,0.063698,0.069528,0.105112,0.104645,0.281058,0.24704,0.165585
826554.8,1776862,scrub,0.029625,0.0376,0.073377,0.063766,0.306028,0.2114,0.126425
836414.3,1769971,scrub,0.037628,0.044365,0.07478,0.059875,0.320657,0.193951,0.112551
831471.4,1770653,scrub,0.033736,0.039993,0.072993,0.06422,0.296994,0.215759,0.115796
839359.1,1772363,scrub,0.05608,0.063698,0.09799,0.09931,0.256335,0.226772,0.153815
835173.8,1765415,scrub,0.063257,0.069417,0.099062,0.103243,0.282817,0.30248,0.187557
841605.4,1775145,scrub,0.024125,0.031825,0.0585,0.047885,0.278417,0.146115,0.071673
836314.1,1776460,scrub,0.060783,0.070325,0.111658,0.128295,0.294835,0.24264,0.183322
840551.1,1772501,scrub,0.0475,0.058583,0.098238,0.089149,0.29082,0.23538,0.1509
835316.4,1769067,scrub,0.040157,0.04519,0.072112,0.065952,0.316258,0.21151,0.118615
828925.7,1777244,scrub,0.046977,0.051542,0.077915,0.06609,0.318842,0.207907,0.12439
834493.9,1770828,scrub,0.050346,0.06213,0.096945,0.090249,0.297076,0.229797,0.161914
830031.6,1779584,scrub,0.044007,0.048462,0.078382,0.069431,0.297145,0.23263,0.130839
839944.1,1775637,scrub,0.070256,0.079455,0.116016,0.12054,0.302686,0.27685,0.195477
833975.9,1773900,scrub,0.044915,0.048958,0.077805,0.0717,0.296485,0.246298,0.13902
834812.9,1771164,scrub,0.038343,0.046758,0.079867,0.068428,0.293432,0.186897,0.114242
853942.6,1784078,scrub,0.036926,0.044557,0.076279,0.06103,0.308269,0.20645,0.109554
830144.3,1769845,scrub,0.036321,0.041986,0.073542,0.056424,0.308819,0.20051,0.104989
834732.3,1765731,scrub,0.044393,0.049068,0.075976,0.07137,0.276506,0.236274,0.135926
833752.6,1778014,scrub,0.05784,0.06268,0.09271,0.08974,0.30666,0.266207,0.168225
849023,1783584,scrub,0.056231,0.061044,0.088145,0.07775,0.271969,0.196839,0.11779
827781.9,1778201,scrub,0.061704,0.074972,0.114352,0.112455,0.301146,0.258232,0.174564
839897.3,1769340,scrub,0.063698,0.069225,0.102885,0.100465,0.304515,0.258562,0.180682
827380.8,1780349,scrub,0.043733,0.05487,0.09348,0.097632,0.30776,0.290903,0.17224
838679.8,1777229,scrub,0.03661,0.04288,0.08171,0.053385,0.413442,0.18643,0.088118
830859.6,1784540,scrub,0.029982,0.036693,0.073845,0.054733,0.328275,0.189372,0.091637
850375.5,1786108,scrub,0.033173,0.035565,0.066392,0.04508,0.38795,0.189537,0.081132
850104.6,1769840,scrub,0.051295,0.069816,0.116181,0.132379,0.282914,0.333431,0.240468
832795.1,1766708,scrub,0.054691,0.064041,0.09447,0.095501,0.314401,0.259979,0.162147
838749.7,1767307,scrub,0.038398,0.04585,0.079895,0.06345,0.295743,0.178702,0.105085
836530.3,1766825,scrub,0.060893,0.072154,0.110654,0.100259,0.313425,0.250642,0.173148
840332.2,1771576,scrub,0.050057,0.060233,0.10173,0.093576,0.31502,0.231887,0.164774
839328.4,1773334,scrub,0.041395,0.049013,0.080308,0.066833,0.314965,0.212803,0.120155
849579.6,1770594,scrub,0.03584,0.045465,0.075743,0.066448,0.306963,0.228917,0.131513
834873.7,1772788,scrub,0.036307,0.042055,0.06895,0.054457,0.30886,0.178207,0.09425
831567.3,1776774,scrub,0.058693,0.065952,0.101854,0.099791,0.300541,0.250546,0.156606
837469.3,1770200,scrub,0.053907,0.063312,0.100355,0.083855,0.329375,0.223912,0.146858
844331,1769302,scrub,0.059875,0.065403,0.088255,0.099805,0.251192,0.296953,0.176668
834720.6,1767605,scrub,0.033915,0.038961,0.074533,0.053385,0.362031,0.182374,0.090139
827766.8,1774102,scrub,0.047349,0.059187,0.096092,0.091335,0.296389,0.242571,0.156221
842433.6,1775435,scrub,0.074134,0.092463,0.127539,0.140973,0.206643,0.249817,0.190899
822878.4,1767681,scrub,0.057235,0.062212,0.093563,0.09854,0.30094,0.245211,0.145771
835329,1776215,scrub,0.028456,0.031275,0.061566,0.043581,0.328646,0.163509,0.072553
832191.9,1766706,scrub,0.061663,0.071975,0.09997,0.106432,0.314855,0.278087,0.161598
830738.7,1781300,scrub,0.038865,0.046538,0.0816,0.069225,0.326543,0.202325,0.114572
844277.1,1768277,scrub,0.04673,0.054677,0.081462,0.081297,0.274595,0.232987,0.135885
839904.5,1774548,scrub,0.044887,0.05113,0.0816,0.077063,0.290187,0.229082,0.126535
850817.8,1769439,scrub,0.048325,0.064797,0.111272,0.121475,0.310042,0.287822,0.193305
834779,1769075,scrub,0.051763,0.057895,0.087691,0.081297,0.270456,0.253406,0.159123
835495.4,1765756,scrub,0.0651,0.079043,0.11559,0.116278,0.326597,0.287988,0.186815
834893.1,1775940,scrub,0.038755,0.045988,0.075523,0.072415,0.283807,0.201692,0.111465
841181.1,1767385,scrub,0.034671,0.042028,0.075206,0.058142,0.29984,0.19754,0.098128
851104.3,1768785,scrub,0.044365,0.059187,0.102445,0.109183,0.307787,0.301765,0.186677
815418.4,1785352,scrub,0.051955,0.061855,0.10283,0.094745,0.31183,0.232217,0.147517
840770.4,1769984,scrub,0.032622,0.03826,0.071782,0.053055,0.36705,0.197293,0.093755
841326,1769559,scrub,0.0442,0.054251,0.086206,0.077104,0.30424,0.200263,0.128886
831571.9,1785020,scrub,0.054567,0.064687,0.102472,0.106158,0.306,0.247287,0.156015
834573.6,1771489,scrub,0.037875,0.046015,0.07797,0.066392,0.3126,0.209173,0.126122
813416.8,1784615,scrub,0.019533,0.020522,0.04959,0.027508,0.302123,0.15244,0.062405
837216.4,1771990,scrub,0.038645,0.044557,0.077585,0.062102,0.317935,0.222153,0.11185
848501.6,1771474,scrub,0.025816,0.035001,0.070339,0.052478,0.298548,0.17521,0.090345
838794.9,1771712,scrub,0.051048,0.058926,0.091239,0.080761,0.301407,0.212033,0.128089
823434.8,1767865,scrub,0.03826,0.041986,0.07181,0.063395,0.312311,0.182594,0.092064
837439.5,1775513,scrub,0.0607,0.069032,0.10217,0.100987,0.285251,0.246531,0.16135
830970.9,1784545,scrub,0.038081,0.04508,0.081022,0.076746,0.283244,0.192136,0.112702
835340.1,1768709,scrub,0.071178,0.077984,0.105773,0.108605,0.274155,0.28818,0.1982
834802.1,1776860,scrub,0.026421,0.030395,0.06532,0.041766,0.37519,0.174742,0.075853
837491.1,1767240,scrub,0.039552,0.046262,0.079565,0.066558,0.293598,0.192645,0.111327
832510.7,1779390,scrub,0.051185,0.059779,0.092545,0.094951,0.290215,0.264626,0.16113
847610.4,1768783,scrub,0.052065,0.062652,0.097165,0.092573,0.310235,0.29038,0.171937
842773.9,1774467,scrub,0.039635,0.049246,0.083401,0.07687,0.291769,0.270608,0.150419
839095.5,1771979,scrub,0.055833,0.06147,0.086578,0.09458,0.267665,0.262742,0.16586
834079.7,1768034,scrub,0.060975,0.067108,0.090455,0.096588,0.279325,0.29643,0.193305
841662.9,1769939,scrub,0.059298,0.073652,0.113198,0.107533,0.296485,0.254273,0.174605
848792.3,1783779,scrub,0.050346,0.053729,0.073749,0.060026,0.288758,0.170219,0.097756
827798.4,1774752,scrub,0.036088,0.042522,0.07412,0.07027,0.284564,0.205419,0.113596
847578.8,1788656,scrub,0.035166,0.037738,0.068455,0.040639,0.406347,0.184312,0.074258
833543.9,1790589,scrub,0.033008,0.036335,0.067602,0.050607,0.299868,0.168005,0.079922
834987.8,1772868,scrub,0.044448,0.05333,0.089383,0.081077,0.299125,0.214755,0.13473
836526.8,1765118,scrub,0.050415,0.060576,0.094539,0.092394,0.308145,0.243341,0.155424
849731.1,1770457,scrub,0.026242,0.037944,0.073391,0.070847,0.264516,0.252554,0.155053
826153.2,1777304,scrub,0.032787,0.046895,0.083745,0.076732,0.307155,0.227295,0.145482
835418.1,1768750,scrub,0.05883,0.064385,0.09315,0.095405,0.276272,0.27069,0.17114
842579.1,1775337,scrub,0.046689,0.054554,0.085038,0.082837,0.282254,0.270731,0.162409
839197.8,1771983,scrub,0.052271,0.05619,0.079565,0.087911,0.255304,0.249639,0.150996
846854.4,1768638,scrub,0.074739,0.088571,0.116374,0.118711,0.289197,0.286599,0.213298
831301.9,1776669,scrub,0.056438,0.06664,0.097962,0.10052,0.311308,0.24583,0.158476
827844.2,1774330,scrub,0.048944,0.056864,0.092655,0.093535,0.291714,0.252581,0.162601
845176.6,1785501,scrub,0.044887,0.048215,0.07247,0.059435,0.27443,0.1674,0.091335
829596.6,1771031,scrub,0.05487,0.065155,0.094442,0.088667,0.315955,0.220722,0.134208
836569.3,1771959,scrub,0.047473,0.055626,0.087512,0.085972,0.262522,0.222304,0.139886
842779.7,1770918,scrub,0.044736,0.054664,0.094539,0.086619,0.315116,0.212088,0.126989
848602.2,1768731,scrub,0.06543,0.079249,0.122396,0.13187,0.346892,0.298699,0.198434
841817.9,1769511,scrub,0.086193,0.099626,0.134455,0.131196,0.303773,0.277359,0.202916
830981.9,1783942,water,0.023616,0.03243,0.059573,0.042798,0.070476,0.047266,0.028456
831518.4,1773062,water,0.018735,0.023822,0.042908,0.026572,0.041615,0.015463,0.009165
845050.4,1781377,water,0.03892,0.051268,0.071343,0.046207,0.034052,0.014363,0.010375
831576.2,1773223,water,0.021128,0.027727,0.056534,0.043141,0.197911,0.0816,0.04409
846158.3,1775929,water,0.020743,0.03254,0.062969,0.037573,0.025101,0.017099,0.013304
830416.6,1783412,water,0.022173,0.03188,0.060893,0.045327,0.04992,0.029845,0.019505
832783.9,1771329,water,0.036253,0.042715,0.07027,0.05058,0.09887,0.040735,0.024895
827605.1,1786363,water,0.01593,0.024606,0.055063,0.041752,0.042564,0.021843,0.013634
845140.7,1774438,water,0.011145,0.02726,0.068029,0.046703,0.026765,0.02022,0.015421
845494,1779063,water,0.024881,0.038178,0.064536,0.047637,0.063931,0.039704,0.027975
845702.6,1771927,water,0.02253,0.035235,0.060893,0.043513,0.031852,0.024372,0.015655
833321.1,1784011,water,0.047528,0.05817,0.085807,0.07357,0.077283,0.045905,0.028553
840381.6,1770838,water,0.042124,0.053536,0.091857,0.070023,0.045836,0.017649,0.011599
845128.6,1780384,water,0.036734,0.045616,0.070958,0.042949,0.03045,0.017346,0.014404
826303.3,1785909,water,0.011668,0.020605,0.054293,0.033379,0.058844,0.030464,0.018584
838206.7,1767115,water,0.039773,0.04816,0.086935,0.067905,0.078988,0.04145,0.021705
835678.8,1781368,water,0.028635,0.03353,0.055241,0.039209,0.060824,0.034534,0.023273
846961.4,1773674,water,0.00647,0.019643,0.050002,0.034217,0.043568,0.028415,0.019863
828381.2,1766122,water,0.038948,0.040721,0.061828,0.044365,0.068166,0.027535,0.017896
846969.8,1773775,water,0.007707,0.019752,0.046235,0.031248,0.028497,0.021237,0.01615
827726.4,1784698,water,0.01582,0.022956,0.044585,0.025651,0.045382,0.017346,0.010059
835569,1771416,water,0.030835,0.037421,0.061924,0.047473,0.131609,0.081655,0.048848
845038.3,1777222,water,0.027494,0.036211,0.062831,0.042949,0.033214,0.022929,0.018542
844362.9,1774608,water,0.011695,0.020949,0.042344,0.02792,0.034603,0.020028,0.014211
844917.3,1782181,water,0.063312,0.071989,0.093136,0.076499,0.10008,0.082164,0.056685
846581.6,1773856,water,0.013455,0.030065,0.056877,0.04002,0.032746,0.021279,0.015793
844164.8,1772981,water,0.02506,0.04288,0.082865,0.065265,0.059627,0.04926,0.036968
826253.2,1779699,water,0.014582,0.021306,0.050443,0.021485,0.037463,0.013634,0.009041
835359,1781806,water,0.032045,0.036858,0.054898,0.04123,0.05388,0.024262,0.019505
849788.2,1768834,water,0.014555,0.021622,0.036569,0.026641,0.036816,0.022585,0.017071
845110,1770377,water,0.040377,0.048586,0.067108,0.050099,0.03364,0.021141,0.014184
838452.4,1767810,water,0.033544,0.041642,0.08391,0.060397,0.091844,0.041203,0.021705
845213.3,1777624,water,0.01197,0.024592,0.063643,0.039773,0.020522,0.014885,0.011888
845504.2,1778136,water,0.013675,0.027934,0.059298,0.034369,0.016948,0.016026,0.013235
846544.6,1774376,water,0.00295,0.017044,0.051048,0.03419,0.024799,0.015724,0.011145
845877.1,1772460,water,0.0123,0.025528,0.068702,0.054238,0.040377,0.024207,0.016837
835148.4,1769206,water,0.019725,0.022365,0.03518,0.02682,0.053523,0.026847,0.016948
829201.3,1783615,water,0.022255,0.030051,0.056616,0.039663,0.045011,0.020069,0.013208
843881.5,1773079,water,0.025899,0.041986,0.083608,0.055984,0.031509,0.016012,0.011874
846483.9,1773497,water,0.008478,0.021018,0.06015,0.03925,0.029927,0.02055,0.014032
833618.6,1784187,water,0.057015,0.06323,0.086138,0.070242,0.047087,0.025528,0.016508
829145.2,1783629,water,0.023135,0.031179,0.057469,0.038948,0.046043,0.021004,0.013262
845975.6,1776614,water,0.026242,0.033723,0.065705,0.042467,0.02462,0.01879,0.013537
827721.8,1785838,water,0.018845,0.025857,0.057923,0.048517,0.045163,0.020248,0.01274
845284,1780646,water,0.027714,0.04035,0.068263,0.042743,0.0233,0.013895,0.011447
827722,1784174,water,0.016975,0.023699,0.054636,0.039456,0.063505,0.04607,0.026559
826867.1,1779752,water,0.012273,0.018433,0.04816,0.023547,0.08424,0.034465,0.020165
845336.1,1770659,water,0.044117,0.052505,0.069638,0.050525,0.029487,0.02077,0.01296
845581.1,1777818,water,0.014582,0.028415,0.06015,0.035042,0.020495,0.015215,0.01098
827630.5,1784249,water,0.014665,0.02286,0.047802,0.028938,0.04145,0.020358,0.011942
845291.4,1774448,water,0.01329,0.028291,0.07071,0.048517,0.023286,0.01681,0.013428
845050.9,1781281,water,0.0409,0.048352,0.07148,0.047885,0.036033,0.01505,0.010925
846086,1775008,water,0.013593,0.026765,0.069995,0.04497,0.02792,0.019945,0.01505
828680.1,1766040,water,0.033695,0.036858,0.06356,0.040212,0.077448,0.049535,0.035345
834935.1,1781931,water,0.033599,0.040817,0.059298,0.047032,0.061209,0.031454,0.024001
837061.5,1770763,water,0.027453,0.034493,0.061222,0.039552,0.060178,0.027342,0.01692
829891.2,1765634,water,0.024262,0.030038,0.052615,0.028993,0.049068,0.015682,0.00999
827851.6,1783883,water,0.019931,0.026641,0.051144,0.033021,0.048311,0.023864,0.014857
849762.2,1769580,water,0.007707,0.016837,0.041024,0.030863,0.052367,0.03914,0.025638
844982.8,1774476,water,0.007763,0.026187,0.066255,0.04805,0.063505,0.03925,0.023768
846252.8,1775611,water,0.012382,0.026751,0.064894,0.041285,0.022626,0.016054,0.012259
828702.1,1765949,water,0.027287,0.029089,0.049865,0.034767,0.044791,0.021966,0.014005
845741.4,1771052,water,0.02726,0.034987,0.060178,0.044062,0.029625,0.018048,0.011915
845057.8,1774545,water,0.009825,0.026847,0.069335,0.04376,0.029102,0.021292,0.01637
843891.4,1772972,water,0.029336,0.043279,0.082439,0.052821,0.032953,0.016067,0.010966
844129.4,1773593,water,0.021513,0.036253,0.078781,0.052092,0.033874,0.020151,0.013441
834291,1785055,water,0.075825,0.083195,0.104453,0.08479,0.058748,0.039938,0.030065
837574.5,1771305,water,0.025253,0.033365,0.060535,0.051873,0.047775,0.019973,0.013262
849543.1,1782663,water,0.020082,0.024001,0.037889,0.022104,0.026738,0.017209,0.011956
